id,anime_id,title,type,producer,studio,genre,images
4507,2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",Movie,TV Asahi,Shin-Ei Animation,"Adventure, Fantasy, Kids, Sci-Fi, Shounen","{'https://cdn.myanimelist.net/images/anime/11/29009l.jpg', 'https://cdn.myanimelist.net/images/anime/6/72407l.jpg'}"
4508,30360,Poppen-sensei to Kaerazu no Numa,Special,,,"Adventure, Fantasy, Kids",{'https://cdn.myanimelist.net/images/anime/10/72657l.jpg'}
4509,1418,"Lupin III: Episode 0 ""First Contact""",Special,VAP,TMS Entertainment,"Action, Adventure, Mystery, Comedy, Seinen","{'https://cdn.myanimelist.net/images/anime/10/5325l.jpg', 'https://cdn.myanimelist.net/images/anime/5/27778l.jpg', 'https://cdn.myanimelist.net/images/anime/10/5324l.jpg', 'https://cdn.myanimelist.net/images/anime/12/5854l.jpg'}"
4510,1383,Yuuwaku Countdown,OVA,Pink Pineapple,AIC,"Action, Comedy, Fantasy, Hentai, Horror, Mecha, Romance, Supernatural","{'https://cdn.myanimelist.net/images/anime/9/50035l.jpg', 'https://cdn.myanimelist.net/images/anime/8/43469l.jpg'}"
4511,2355,Devilman: Yochou Sirene-hen,OVA,"Kodansha, Dynamic Planning",Oh! Production,"Demons, Horror, Sci-Fi, Supernatural","{'https://cdn.myanimelist.net/images/anime/1452/91103l.jpg', 'https://cdn.myanimelist.net/images/anime/1585/104557l.jpg', 'https://cdn.myanimelist.net/images/anime/1607/97452l.jpg', 'https://cdn.myanimelist.net/images/anime/12/15745l.jpg', 'https://cdn.myanimelist.net/images/anime/1362/106934l.jpg'}"
4512,867,Slayers Gorgeous,Movie,Kadokawa Shoten,J.C.Staff,"Adventure, Comedy, Fantasy, Magic, Supernatural","{'https://cdn.myanimelist.net/images/anime/1496/105986l.jpg', 'https://cdn.myanimelist.net/images/anime/12/2643l.jpg', 'https://cdn.myanimelist.net/images/anime/1192/94436l.jpg', 'https://cdn.myanimelist.net/images/anime/5/34991l.jpg'}"
4513,649,Hanaukyou Maid-tai: La Verite,TV,Geneon Universal Entertainment,Daume,"Comedy, Ecchi, Harem, Romance","{'https://cdn.myanimelist.net/images/anime/1781/94261l.jpg', 'https://cdn.myanimelist.net/images/anime/10/9683l.jpg', 'https://cdn.myanimelist.net/images/anime/4/4299l.jpg', 'https://cdn.myanimelist.net/images/anime/8/10518l.jpg'}"
4514,68,Black Cat,TV,"GDH, Dentsu, TBS, Sotsu Music Publishing",Gonzo,"Adventure, Comedy, Sci-Fi, Shounen, Super Power","{'https://cdn.myanimelist.net/images/anime/12/8022l.jpg', 'https://cdn.myanimelist.net/images/anime/2/14080l.jpg', 'https://cdn.myanimelist.net/images/anime/7/15505l.jpg', 'https://cdn.myanimelist.net/images/anime/7/14081l.jpg', 'https://cdn.myanimelist.net/images/anime/7/4197l.jpg', 'https://cdn.myanimelist.net/images/anime/11/75180l.jpg', 'https://cdn.myanimelist.net/images/anime/1485/110010l.jpg'}"
4515,3470,Special A,TV,Showgate,"Gonzo, AIC","Comedy, Romance, School, Shoujo","{'https://cdn.myanimelist.net/images/anime/3/8337l.jpg', 'https://cdn.myanimelist.net/images/anime/3/8702l.jpg', 'https://cdn.myanimelist.net/images/anime/9/20876l.jpg', 'https://cdn.myanimelist.net/images/anime/7/20877l.jpg', 'https://cdn.myanimelist.net/images/anime/12/20878l.jpg', 'https://cdn.myanimelist.net/images/anime/4/20875l.jpg', 'https://cdn.myanimelist.net/images/anime/12/10074l.jpg', 'https://cdn.myanimelist.net/images/anime/8/77363l.jpg', 'https://cdn.myanimelist.net/images/anime/8/7916l.jpg'}"
4516,6636,Chou Kousoku Galvion,TV,"TV Asahi, Kokusai Eigasha",Artmic,"Action, Military, Sci-Fi, Police, Mecha","{'https://cdn.myanimelist.net/images/anime/2/56453l.jpg', 'https://cdn.myanimelist.net/images/anime/6/33151l.jpg', 'https://cdn.myanimelist.net/images/anime/12/33169l.jpg'}"
4517,30166,Wangpai Yushi Di 0 Ji,ONA,Tencent Animation,Haoliners Animation League,"Comedy, Fantasy, School, Shounen, Supernatural",{'https://cdn.myanimelist.net/images/anime/7/72199l.jpg'}
4518,8218,Fushigi na Elevator,Movie,"Yamamura Animation, Inc.",,Fantasy,{'https://cdn.myanimelist.net/images/anime/7/21097l.jpg'}
4519,33071,Bungou Stray Dogs: Hitori Ayumu,OVA,,Bones,"Action, Mystery, Supernatural, Seinen",{'https://cdn.myanimelist.net/images/anime/9/87340l.jpg'}
4520,9850,Koguma no Koro-chan,Movie,,,Kids,{'https://cdn.myanimelist.net/images/anime/6/27260l.jpg'}
4521,24857,Akagaki Genzou: Tokuri no Wakare,Movie,,,Comedy,{'https://cdn.myanimelist.net/images/anime/9/63851l.jpg'}
4522,35073,Overlord II,TV,"AT-X, Enterbrain, Grooove, Hakuhodo DY Music &amp; Pictures, NTT Plala, Kadokawa",Madhouse,"Action, Adventure, Fantasy, Game, Magic, Supernatural","{'https://cdn.myanimelist.net/images/anime/1358/90654l.jpg', 'https://cdn.myanimelist.net/images/anime/1042/91724l.jpg', 'https://cdn.myanimelist.net/images/anime/12/89562l.jpg'}"
4523,15933,Vassalord.,OVA,Mag Garden,Production I.G,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire",{'https://cdn.myanimelist.net/images/anime/3/43213l.jpg'}
4524,2179,Tokimeki Memorial: Forever With You,OVA,,Studio Pierrot,"Drama, Romance, School","{'https://cdn.myanimelist.net/images/anime/4/5137l.jpg', 'https://cdn.myanimelist.net/images/anime/7/27482l.jpg', 'https://cdn.myanimelist.net/images/anime/12/27460l.jpg', 'https://cdn.myanimelist.net/images/anime/3/29906l.jpg'}"
4525,36805,Kirara Fantasia,ONA,,,"Fantasy, Magic",{'https://cdn.myanimelist.net/images/anime/5/89006l.jpg'}
4526,35447,100% Pascal-sensei,ONA,,,Comedy,{'https://cdn.myanimelist.net/images/anime/11/85447l.jpg'}
4527,29083,Lovely x Cation The Animation,OVA,"Pink Pineapple, T-Rex",,Hentai,{'https://cdn.myanimelist.net/images/anime/1765/104292l.jpg'}
4528,35497,Hashire Melos,Special,Gakken,,Adventure,{'https://cdn.myanimelist.net/images/anime/2/85540l.jpg'}
4529,33772,Spy Penguin (ONA),ONA,,Next Media Animation,"Adventure, Fantasy",{'https://cdn.myanimelist.net/images/anime/4/81324l.jpg'}
4530,13855,Queen&#039;s Blade: Rebellion Specials,Special,"Genco, Media Factory, Hobby Japan",Arms,Ecchi,{'https://cdn.myanimelist.net/images/anime/7/38419l.jpg'}
4531,5560,Aoi Kokuhaku,OVA,,,Hentai,{'https://cdn.myanimelist.net/images/anime/8/11510l.jpg'}
4532,12521,Tentoumushi no Otomurai,Music,,,Music,{'https://cdn.myanimelist.net/images/anime/2/35173l.jpg'}
4533,18569,Taiman Blues: Shimizu Naoto-hen,OVA,Tokuma Japan,,Shounen,"{'https://cdn.myanimelist.net/images/anime/2/49645l.jpg', 'https://cdn.myanimelist.net/images/anime/5/62911l.jpg'}"
4534,17247,Machine-Doll wa Kizutsukanai,TV,"Genco, Media Factory, Kadokawa Shoten, Movic, AT-X, Showgate",Lerche,"Action, Ecchi, Fantasy, School","{'https://cdn.myanimelist.net/images/anime/13/48731l.jpg', 'https://cdn.myanimelist.net/images/anime/7/52801l.jpg', 'https://cdn.myanimelist.net/images/anime/4/56141l.jpg'}"
4535,12711,Uta no☆Prince-sama♪ Maji Love 2000%,TV,"Showgate, King Records",A-1 Pictures,"Comedy, Harem, Music, Romance, School, Shoujo","{'https://cdn.myanimelist.net/images/anime/3/37359l.jpg', 'https://cdn.myanimelist.net/images/anime/13/52387l.jpg', 'https://cdn.myanimelist.net/images/anime/12/44019l.jpg'}"
4536,31440,Teekyuu 6,TV,"DAX Production, Earth Star Entertainment",Millepensee,"Comedy, Shounen, Sports",{'https://cdn.myanimelist.net/images/anime/13/76645l.jpg'}
4537,35723,Asuka: Nihon no Rekishi,OVA,,,,{'https://cdn.myanimelist.net/images/anime/12/86239l.jpg'}
4538,28655,PiKA PiKA,Movie,,,,{'https://cdn.myanimelist.net/images/anime/7/69169l.jpg'}
4539,36759,Shimajirou to Tanjoubi no Ohoshi-sama,Movie,Benesse Corporation,"pH Studio, D &amp; D Pictures","Adventure, Kids, Space",{'https://cdn.myanimelist.net/images/anime/10/88888l.jpg'}
4540,250,Konjiki no Gash Bell!!,TV,"Yomiko Advertising, Fuji TV",Toei Animation,"Adventure, Comedy, Supernatural, Magic, Shounen","{'https://cdn.myanimelist.net/images/anime/5/21505l.jpg', 'https://cdn.myanimelist.net/images/anime/1457/107498l.jpg', 'https://cdn.myanimelist.net/images/anime/3/75185l.jpg', 'https://cdn.myanimelist.net/images/anime/1942/107495l.jpg', 'https://cdn.myanimelist.net/images/anime/7/14983l.jpg', 'https://cdn.myanimelist.net/images/anime/9/77226l.jpg', 'https://cdn.myanimelist.net/images/anime/1196/107496l.jpg', 'https://cdn.myanimelist.net/images/anime/1067/107497l.jpg', 'https://cdn.myanimelist.net/images/anime/4/72766l.jpg', 'https://cdn.myanimelist.net/images/anime/2/78513l.jpg', 'https://cdn.myanimelist.net/images/anime/1456/107488l.jpg', 'https://cdn.myanimelist.net/images/anime/11/78508l.jpg'}"
4541,35276,Tanoshii Ekaki Uta,OVA,,,"Kids, Music",{'https://cdn.myanimelist.net/images/anime/3/84972l.jpg'}
4542,10162,Usagi Drop,TV,"Fuji TV, Tohokushinsha Film Corporation, Sony Music Entertainment, Sakura Create, Fuji Pacific Music Publishing",Production I.G,"Josei, Slice of Life","{'https://cdn.myanimelist.net/images/anime/2/29665l.jpg', 'https://cdn.myanimelist.net/images/anime/2/32399l.jpg', 'https://cdn.myanimelist.net/images/anime/13/32401l.jpg', 'https://cdn.myanimelist.net/images/anime/3/78419l.jpg', 'https://cdn.myanimelist.net/images/anime/3/28014l.jpg', 'https://cdn.myanimelist.net/images/anime/9/32397l.jpg'}"
4543,20909,Kyoukai no Kanata: Mini Theater,Special,"Lantis, Pony Canyon",Kyoto Animation,"Supernatural, Slice of Life","{'https://cdn.myanimelist.net/images/anime/7/72219l.jpg', 'https://cdn.myanimelist.net/images/anime/9/72223l.jpg', 'https://cdn.myanimelist.net/images/anime/12/72224l.jpg', 'https://cdn.myanimelist.net/images/anime/6/72220l.jpg', 'https://cdn.myanimelist.net/images/anime/3/72222l.jpg', 'https://cdn.myanimelist.net/images/anime/10/72218l.jpg', 'https://cdn.myanimelist.net/images/anime/9/72221l.jpg'}"
4544,35776,Kingdom Hearts χ Back Cover,OVA,Square Enix,,"Action, Fantasy, Magic, Mystery","{'https://cdn.myanimelist.net/images/anime/13/86370l.jpg', 'https://cdn.myanimelist.net/images/anime/1200/108987l.jpg'}"
4545,8079,Tamala 2010: A Punk Cat in Space OVA,OVA,,Studio Pierrot,"Dementia, Sci-Fi",{'https://cdn.myanimelist.net/images/anime/8/19770l.jpg'}
4546,28405,Ansatsu Kyoushitsu: Deai no Jikan,Special,,Lerche,"Action, Comedy, School, Shounen",{'https://cdn.myanimelist.net/images/anime/12/68547l.jpg'}
4547,33564,Armed Blue Gunvolt,OVA,,LandQ studios,"Action, Sci-Fi, Super Power",{'https://cdn.myanimelist.net/images/anime/11/85631l.jpg'}
4548,2337,Tetsujin 28-gou (2004),TV,Genco,Palm Studio,"Sci-Fi, Adventure, Historical, Drama, Mecha, Shounen","{'https://cdn.myanimelist.net/images/anime/13/53585l.jpg', 'https://cdn.myanimelist.net/images/anime/13/85587l.jpg'}"
4549,36256,Katainaka ni Totsuidekita ○-ssia Musume to H Shimakuru Ohanashi,OVA,Collaboration Works,,Hentai,{'https://cdn.myanimelist.net/images/anime/1716/91063l.jpg'}
4550,1844,Clamp Gakuen Tanteidan,TV,Bandai Visual,Studio Pierrot,"Action, Mystery, Comedy, Shoujo","{'https://cdn.myanimelist.net/images/anime/5/17164l.jpg', 'https://cdn.myanimelist.net/images/anime/6/2664l.jpg', 'https://cdn.myanimelist.net/images/anime/6/17166l.jpg', 'https://cdn.myanimelist.net/images/anime/1766/105927l.jpg', 'https://cdn.myanimelist.net/images/anime/1306/94952l.jpg', 'https://cdn.myanimelist.net/images/anime/1709/111109l.jpg', 'https://cdn.myanimelist.net/images/anime/13/38161l.jpg', 'https://cdn.myanimelist.net/images/anime/8/17165l.jpg', 'https://cdn.myanimelist.net/images/anime/8/14748l.jpg'}"
4551,3399,Rokushin Gattai GodMars,TV,,Tokyo Movie Shinsha,"Action, Mecha, Sci-Fi, Space","{'https://cdn.myanimelist.net/images/anime/8/6674l.jpg', 'https://cdn.myanimelist.net/images/anime/10/18781l.jpg', 'https://cdn.myanimelist.net/images/anime/8/18780l.jpg', 'https://cdn.myanimelist.net/images/anime/4/21725l.jpg'}"
4552,9691,Kyomu Senshi Miroku,OVA,"J.C.Staff, Animate Film",,"Action, Sci-Fi, Historical, Demons, Supernatural, Samurai, Fantasy",{'https://cdn.myanimelist.net/images/anime/9/71239l.jpg'}
4553,5030,Maria†Holic,TV,"Frontier Works, Genco, Media Factory, AT-X, Omnibus Japan",Shaft,"Comedy, Parody, School, Shoujo Ai","{'https://cdn.myanimelist.net/images/anime/9/13505l.jpg', 'https://cdn.myanimelist.net/images/anime/12/11462l.jpg', 'https://cdn.myanimelist.net/images/anime/5/12805l.jpg', 'https://cdn.myanimelist.net/images/anime/11/13504l.jpg', 'https://cdn.myanimelist.net/images/anime/12/9812l.jpg', 'https://cdn.myanimelist.net/images/anime/13/13631l.jpg', 'https://cdn.myanimelist.net/images/anime/8/14403l.jpg', 'https://cdn.myanimelist.net/images/anime/2/12187l.jpg', 'https://cdn.myanimelist.net/images/anime/12/12402l.jpg'}"
4554,31157,ClassicaLoid,TV,"NHK, Bandai Namco Pictures",Sunrise,"Music, Comedy","{'https://cdn.myanimelist.net/images/anime/10/82320l.jpg', 'https://cdn.myanimelist.net/images/anime/7/79201l.jpg', 'https://cdn.myanimelist.net/images/anime/5/74869l.jpg'}"
4555,8900,Saru Getchu: On Air 2nd,TV,,Xebec,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",{'https://cdn.myanimelist.net/images/anime/13/24682l.jpg'}
4556,36937,Virtua Fighter: Costomize Clip,OVA,,Production I.G,"Action, Drama, Martial Arts, Music",{'https://cdn.myanimelist.net/images/anime/7/89426l.jpg'}
4557,7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,Movie,,Toei Animation,"Slice of Life, Magic, Comedy, Shoujo","{'https://cdn.myanimelist.net/images/anime/1912/106130l.jpg', 'https://cdn.myanimelist.net/images/anime/3/18938l.jpg'}"
4558,31908,"Ai think so,",Music,U/M/A/A Inc.,,Music,{'https://cdn.myanimelist.net/images/anime/11/77036l.jpg'}
4559,2641,Doraemon: It&#039;s Winter!,Special,Asatsu DK,,"Kids, Adventure, Fantasy, Comedy, Shounen",{'https://cdn.myanimelist.net/images/anime/1580/109535l.jpg'}
4560,18045,Koi to Senkyo to Chocolate: Koi Imouto!,Special,Aniplex,AIC Build,"Drama, Romance, School","{'https://cdn.myanimelist.net/images/anime/9/77886l.jpg', 'https://cdn.myanimelist.net/images/anime/3/83000l.jpg'}"
4561,18747,Hotaru Kagayaku,OVA,,,"Drama, Kids","{'https://cdn.myanimelist.net/images/anime/1344/96170l.jpg', 'https://cdn.myanimelist.net/images/anime/5/50087l.jpg'}"
4562,37665,Yoshida no Time Slip Fumai-kou,ONA,,DLE,"Historical, Parody",{'https://cdn.myanimelist.net/images/anime/1068/91680l.jpg'}
4563,34790,Shin Biofermin S,Special,,,Slice of Life,{'https://cdn.myanimelist.net/images/anime/7/83923l.jpg'}
4564,2014,Taiho Shichau zo: Second Season,TV,Kodansha,Studio Deen,"Action, Comedy, Police, Shounen","{'https://cdn.myanimelist.net/images/anime/9/21852l.jpg', 'https://cdn.myanimelist.net/images/anime/6/21599l.jpg', 'https://cdn.myanimelist.net/images/anime/1154/94998l.jpg', 'https://cdn.myanimelist.net/images/anime/1/2135l.jpg', 'https://cdn.myanimelist.net/images/anime/3/22391l.jpg'}"
4565,27573,Ubasuteyama,Movie,,,Drama,{'https://cdn.myanimelist.net/images/anime/9/84490l.jpg'}
4566,11073,Pokemon Introductory Recap,Movie,,OLM,"Fantasy, Kids",{'https://cdn.myanimelist.net/images/anime/7/30675l.jpg'}
4567,19875,Robotan,TV,Daiko,,"Comedy, Kids",{'https://cdn.myanimelist.net/images/anime/11/52977l.jpg'}
4568,22619,Kero Kero Keroppi no Tomodachitte Ii na,OVA,Sanrio,,Kids,{'https://cdn.myanimelist.net/images/anime/6/58959l.jpg'}
4569,9291,Hello Kitty no Cinderella,Movie,"Sanrio, Toho",,"Kids, Fantasy","{'https://cdn.myanimelist.net/images/anime/9/72447l.jpg', 'https://cdn.myanimelist.net/images/anime/2/25740l.jpg'}"
4570,37384,Fire Bird,Music,Tezuka Productions,,Music,"{'https://cdn.myanimelist.net/images/anime/1710/90776l.jpg', 'https://cdn.myanimelist.net/images/anime/1648/99126l.jpg'}"
4571,15883,Fantasista Doll,TV,"Amber Film Works, TOHO animation","Hoods Entertainment, Production IMS","Sci-Fi, Magic, Fantasy","{'https://cdn.myanimelist.net/images/anime/5/48755l.jpg', 'https://cdn.myanimelist.net/images/anime/7/52335l.jpg', 'https://cdn.myanimelist.net/images/anime/7/52529l.jpg', 'https://cdn.myanimelist.net/images/anime/4/50911l.jpg'}"
4572,6571,Koume-chan ga Iku!,TV,"Group TAC, Pioneer LDC",Gainax,"Comedy, Romance, Slice of Life",{'https://cdn.myanimelist.net/images/anime/3/15018l.jpg'}
4573,32950,RS Keikaku: Rebirth Storage,Special,,,Mecha,"{'https://cdn.myanimelist.net/images/anime/3/79051l.jpg', 'https://cdn.myanimelist.net/images/anime/2/80584l.jpg'}"
4574,22653,Kero Kero Keroppi no Mitsubachi Daisoudou,OVA,Sanrio,,"Fantasy, Kids",{'https://cdn.myanimelist.net/images/anime/7/58993l.jpg'}
4575,25015,Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen,Movie,Shochiku,Kyoto Animation,"Action, Supernatural, Fantasy","{'https://cdn.myanimelist.net/images/anime/6/69205l.jpg', 'https://cdn.myanimelist.net/images/anime/6/73298l.jpg', 'https://cdn.myanimelist.net/images/anime/11/72322l.jpg'}"
4576,33840,Kabuki-bu!,TV,"Shochiku, Kadokawa Shoten, Pony Canyon, TBS",Studio Deen,School,"{'https://cdn.myanimelist.net/images/anime/3/82920l.jpg', 'https://cdn.myanimelist.net/images/anime/4/85291l.jpg'}"
4577,306,Abenobashi Mahou☆Shoutengai,TV,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records","Gainax, Madhouse","Comedy, Parody, Ecchi, Fantasy","{'https://cdn.myanimelist.net/images/anime/10/15476l.jpg', 'https://cdn.myanimelist.net/images/anime/13/15470l.jpg', 'https://cdn.myanimelist.net/images/anime/4/15475l.jpg', 'https://cdn.myanimelist.net/images/anime/7/15474l.jpg', 'https://cdn.myanimelist.net/images/anime/1045/92326l.jpg', 'https://cdn.myanimelist.net/images/anime/4/15473l.jpg', 'https://cdn.myanimelist.net/images/anime/7/15472l.jpg', 'https://cdn.myanimelist.net/images/anime/1145/92325l.jpg', 'https://cdn.myanimelist.net/images/anime/4/2301l.jpg', 'https://cdn.myanimelist.net/images/anime/1612/94023l.jpg', 'https://cdn.myanimelist.net/images/anime/1233/94022l.jpg', 'https://cdn.myanimelist.net/images/anime/8/80568l.jpg', 'https://cdn.myanimelist.net/images/anime/1058/110245l.jpg'}"
4578,30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,Special,,LIDENFILMS,"Comedy, School, Shounen",{'https://cdn.myanimelist.net/images/anime/2/73639l.jpg'}
4579,32197,Kaijuu Sakaba Kanpai! Specials,Special,,DLE,Comedy,{'https://cdn.myanimelist.net/images/anime/7/77321l.jpg'}
4580,36553,Nissin Cup Noodles China x Gintama,ONA,,,Comedy,"{'https://cdn.myanimelist.net/images/anime/13/88339l.jpg', 'https://cdn.myanimelist.net/images/anime/1494/105149l.jpg'}"
4581,9244,Nine 3: Kanketsu-hen,Special,"Group TAC, Fuji TV",,"Action, Sports, School",{'https://cdn.myanimelist.net/images/anime/5/25617l.jpg'}
4582,9417,The Monkey King Conquers the Demon,Movie,,,Adventure,{'https://cdn.myanimelist.net/images/anime/4/26077l.jpg'}
4583,34500,Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,Music,Coastline Animation Studio,,"Comedy, Music",{'https://cdn.myanimelist.net/images/anime/3/83186l.jpg'}
4584,5493,Ranma ½: Akumu! Shunmin Kou,OVA,Atelier Musa,"Sunrise, Studio Deen","Action, Comedy, Supernatural, Martial Arts, Shounen","{'https://cdn.myanimelist.net/images/anime/10/63469l.jpg', 'https://cdn.myanimelist.net/images/anime/2/30489l.jpg'}"
4585,34884,Keijo!!!!!!!! Specials,Special,"Sotsu, Lantis, Warner Bros., Shogakukan",Xebec,"Comedy, Ecchi, Shounen, Sports",{'https://cdn.myanimelist.net/images/anime/13/84175l.jpg'}
4586,2981,Chika Gentou Gekiga: Shoujo Tsubaki,Movie,"Imagica, Mippei Eigeki Kiryuukan",,"Drama, Historical, Horror","{'https://cdn.myanimelist.net/images/anime/8/79890l.jpg', 'https://cdn.myanimelist.net/images/anime/9/4297l.jpg', 'https://cdn.myanimelist.net/images/anime/1119/110331l.jpg', 'https://cdn.myanimelist.net/images/anime/13/77662l.jpg'}"
4587,2360,Choujin Densetsu Urotsukidouji 2,Movie,,,"Demons, Fantasy, Hentai, Horror, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/1313/94586l.jpg', 'https://cdn.myanimelist.net/images/anime/1480/94587l.jpg', 'https://cdn.myanimelist.net/images/anime/4/24801l.jpg'}"
4588,2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,OVA,"Yomiko Advertising, Shueisha",,"Action, Shounen, Sports","{'https://cdn.myanimelist.net/images/anime/1934/110682l.jpg', 'https://cdn.myanimelist.net/images/anime/1/2251l.jpg'}"
4589,30480,Bara Bara Film,Movie,,,Dementia,"{'https://cdn.myanimelist.net/images/anime/12/72937l.jpg', 'https://cdn.myanimelist.net/images/anime/9/73193l.jpg'}"
4590,22013,Ghost in the Shell: Nyuumon Arise,TV,Bandai Visual,Production I.G,Comedy,"{'https://cdn.myanimelist.net/images/anime/4/59175l.jpg', 'https://cdn.myanimelist.net/images/anime/7/57785l.jpg'}"
4591,25681,Kamisama Hajimemashita◎,TV,"Dentsu, Sotsu",TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo","{'https://cdn.myanimelist.net/images/anime/8/69187l.jpg', 'https://cdn.myanimelist.net/images/anime/8/67405l.jpg'}"
4592,34488,Gan Gan Ganko-chan,TV,,10Gauge,"Sci-Fi, Comedy, Kids",{'https://cdn.myanimelist.net/images/anime/8/83145l.jpg'}
4593,31430,Terra Formars Revenge,TV,"Warner Bros., Ultra Super Pictures, MAGES., Good Smile Company, Shueisha, Kyoraku Industrial Holdings, Animatic","TYO Animations, LIDENFILMS","Action, Sci-Fi, Space, Horror, Drama, Seinen","{'https://cdn.myanimelist.net/images/anime/12/77079l.jpg', 'https://cdn.myanimelist.net/images/anime/9/75860l.jpg', 'https://cdn.myanimelist.net/images/anime/9/78566l.jpg'}"
4594,13367,"Kono Naka ni Hitori, Imouto ga Iru!",TV,"Lantis, TBS, DAX Production",Studio Gokumi,"Harem, Mystery, Comedy, Romance, Ecchi, School","{'https://cdn.myanimelist.net/images/anime/5/65371l.jpg', 'https://cdn.myanimelist.net/images/anime/5/75534l.jpg'}"
4595,2527,Kotetsu no Daibouken,OVA,Daiei,,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen","{'https://cdn.myanimelist.net/images/anime/10/20296l.jpg', 'https://cdn.myanimelist.net/images/anime/1058/94557l.jpg'}"
4596,3402,Sexy Sailor Soldiers,OVA,APPP,,"Action, Comedy, Hentai, Super Power","{'https://cdn.myanimelist.net/images/anime/4/5527l.jpg', 'https://cdn.myanimelist.net/images/anime/5/25957l.jpg'}"
4597,659,Azumanga Daioh: Gekijou Tanpen,Special,Kadokawa Shoten,J.C.Staff,"Comedy, School, Slice of Life",{'https://cdn.myanimelist.net/images/anime/12/59965l.jpg'}
4598,2338,Youjuu Kyoushitsu,OVA,,,"Hentai, Horror, Demons",{'https://cdn.myanimelist.net/images/anime/12/13156l.jpg'}
4599,31269,Venus,Movie,,,Dementia,{'https://cdn.myanimelist.net/images/anime/2/75694l.jpg'}
4600,894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Movie,,Toei Animation,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen","{'https://cdn.myanimelist.net/images/anime/3/34033l.jpg', 'https://cdn.myanimelist.net/images/anime/5/10193l.jpg', 'https://cdn.myanimelist.net/images/anime/10/21266l.jpg', 'https://cdn.myanimelist.net/images/anime/1258/90343l.jpg'}"
4601,97,Last Exile,TV,"GDH, Victor Entertainment, TV Tokyo Music",Gonzo,"Action, Sci-Fi, Adventure","{'https://cdn.myanimelist.net/images/anime/10/23743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/15195l.jpg', 'https://cdn.myanimelist.net/images/anime/10/2210l.jpg', 'https://cdn.myanimelist.net/images/anime/12/2209l.jpg', 'https://cdn.myanimelist.net/images/anime/7/10888l.jpg', 'https://cdn.myanimelist.net/images/anime/6/10889l.jpg', 'https://cdn.myanimelist.net/images/anime/6/2208l.jpg'}"
4602,3385,Dorei Ichiba,OVA,Discovery,,Hentai,"{'https://cdn.myanimelist.net/images/anime/6/26244l.jpg', 'https://cdn.myanimelist.net/images/anime/8/26243l.jpg', 'https://cdn.myanimelist.net/images/anime/7/26245l.jpg', 'https://cdn.myanimelist.net/images/anime/3/5502l.jpg'}"
4603,33940,Best Care Group,ONA,,,"Slice of Life, Drama",{'https://cdn.myanimelist.net/images/anime/3/81650l.jpg'}
4604,2043,Cat&#039;s Eye,TV,,Tokyo Movie Shinsha,"Action, Adventure, Comedy, Mystery, Romance","{'https://cdn.myanimelist.net/images/anime/6/30094l.jpg', 'https://cdn.myanimelist.net/images/anime/3/71659l.jpg', 'https://cdn.myanimelist.net/images/anime/1778/96771l.jpg', 'https://cdn.myanimelist.net/images/anime/4/21576l.jpg', 'https://cdn.myanimelist.net/images/anime/4/16155l.jpg', 'https://cdn.myanimelist.net/images/anime/11/41445l.jpg', 'https://cdn.myanimelist.net/images/anime/1864/96171l.jpg', 'https://cdn.myanimelist.net/images/anime/1685/101832l.jpg', 'https://cdn.myanimelist.net/images/anime/12/41443l.jpg'}"
4605,29886,Bogeul Bogeul Bomulseon,Movie,,,"Adventure, Fantasy",{'https://cdn.myanimelist.net/images/anime/12/71745l.jpg'}
4606,36841,Sousha wa Tada Senaka to Teikin de Kataru Nomi,Music,Sega,,Music,{'https://cdn.myanimelist.net/images/anime/13/89092l.jpg'}
4607,10497,Hetalia World Series Specials,Special,Frontier Works,Studio Deen,"Comedy, Historical, Parody",{'https://cdn.myanimelist.net/images/anime/13/28864l.jpg'}
4608,29027,Shinmai Maou no Testament OVA,OVA,,Production IMS,"Action, Harem, Demons, Romance, Ecchi, Fantasy","{'https://cdn.myanimelist.net/images/anime/12/69911l.jpg', 'https://cdn.myanimelist.net/images/anime/8/74865l.jpg'}"
4609,4443,Duel Masters Charge,TV,Shogakukan Productions,Studio Hibari,"Action, Adventure, Comedy, Shounen","{'https://cdn.myanimelist.net/images/anime/7/8468l.jpg', 'https://cdn.myanimelist.net/images/anime/1914/105188l.jpg'}"
